seed,feature_group,density_bin,n_samples,n_benign,n_malware,benign_to_malware_ratio,n_packed_malware,packed_ratio,week_distribution_json,density_definition,thresholds_json
42,imports,mid_density,184646,84541,100105,0.8445232505868838,5543,0.05537185954747515,"{""2024-09-22_2024-09-28"": 14340, ""2024-09-29_2024-10-05"": 15343, ""2024-10-06_2024-10-12"": 14046, ""2024-10-13_2024-10-19"": 15926, ""2024-10-20_2024-10-26"": 15421, ""2024-10-27_2024-11-02"": 14930, ""2024-11-03_2024-11-09"": 15400, ""2024-11-10_2024-11-16"": 15101, ""2024-11-17_2024-11-23"": 14892, ""2024-11-24_2024-11-30"": 15599, ""2024-12-01_2024-12-07"": 16407, ""2024-12-08_2024-12-14"": 17241}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -1.1920928955078125e-07, ""label_0_q_low"": -0.4243742525577545, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.140329048037529, ""low_quantile"": 0.25}"
42,imports,low_density,120001,60000,60001,0.9999833336111065,3792,0.06319894668422193,"{""2024-09-22_2024-09-28"": 7847, ""2024-09-29_2024-10-05"": 7167, ""2024-10-06_2024-10-12"": 10344, ""2024-10-13_2024-10-19"": 9679, ""2024-10-20_2024-10-26"": 9824, ""2024-10-27_2024-11-02"": 11021, ""2024-11-03_2024-11-09"": 10517, ""2024-11-10_2024-11-16"": 10602, ""2024-11-17_2024-11-23"": 10364, ""2024-11-24_2024-11-30"": 10199, ""2024-12-01_2024-12-07"": 11618, ""2024-12-08_2024-12-14"": 10819}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -1.1920928955078125e-07, ""label_0_q_low"": -0.4243742525577545, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.140329048037529, ""low_quantile"": 0.25}"
77,header,high_density,123083,60001,63082,0.9511588091690181,599,0.009495577185250943,"{""2024-09-22_2024-09-28"": 12245, ""2024-09-29_2024-10-05"": 15776, ""2024-10-06_2024-10-12"": 12017, ""2024-10-13_2024-10-19"": 11584, ""2024-10-20_2024-10-26"": 10522, ""2024-10-27_2024-11-02"": 8370, ""2024-11-03_2024-11-09"": 8284, ""2024-11-10_2024-11-16"": 8475, ""2024-11-17_2024-11-23"": 9436, ""2024-11-24_2024-11-30"": 9224, ""2024-12-01_2024-12-07"": 8405, ""2024-12-08_2024-12-14"": 8745}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011218190047657117, ""label_0_q_low"": -0.013048851862549782, ""label_1_q_high"": -1.7881393432617188e-07, ""label_1_q_low"": -0.03223206847906113, ""low_quantile"": 0.25}"
77,header,mid_density,236878,119998,116880,1.0266769336071184,8657,0.07406741957563313,"{""2024-09-22_2024-09-28"": 19802, ""2024-09-29_2024-10-05"": 16756, ""2024-10-06_2024-10-12"": 17913, ""2024-10-13_2024-10-19"": 18418, ""2024-10-20_2024-10-26"": 19704, ""2024-10-27_2024-11-02"": 20544, ""2024-11-03_2024-11-09"": 21088, ""2024-11-10_2024-11-16"": 21304, ""2024-11-17_2024-11-23"": 20834, ""2024-11-24_2024-11-30"": 20676, ""2024-12-01_2024-12-07"": 18988, ""2024-12-08_2024-12-14"": 20851}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011218190047657117, ""label_0_q_low"": -0.013048851862549782, ""label_1_q_high"": -1.7881393432617188e-07, ""label_1_q_low"": -0.03223206847906113, ""low_quantile"": 0.25}"
77,header,low_density,120039,60001,60038,0.9993837236416936,9630,0.1603984143375862,"{""2024-09-22_2024-09-28"": 7953, ""2024-09-29_2024-10-05"": 7468, ""2024-10-06_2024-10-12"": 10070, ""2024-10-13_2024-10-19"": 9998, ""2024-10-20_2024-10-26"": 9774, ""2024-10-27_2024-11-02"": 11086, ""2024-11-03_2024-11-09"": 10628, ""2024-11-10_2024-11-16"": 10221, ""2024-11-17_2024-11-23"": 9730, ""2024-11-24_2024-11-30"": 10100, ""2024-12-01_2024-12-07"": 12607, ""2024-12-08_2024-12-14"": 10404}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011218190047657117, ""label_0_q_low"": -0.013048851862549782, ""label_1_q_high"": -1.7881393432617188e-07, ""label_1_q_low"": -0.03223206847906113, ""low_quantile"": 0.25}"
77,imports,high_density,172856,89804,83052,1.081298463613158,3841,0.04624813369936907,"{""2024-09-22_2024-09-28"": 18217, ""2024-09-29_2024-10-05"": 18147, ""2024-10-06_2024-10-12"": 16152, ""2024-10-13_2024-10-19"": 14775, ""2024-10-20_2024-10-26"": 15242, ""2024-10-27_2024-11-02"": 13955, ""2024-11-03_2024-11-09"": 13689, ""2024-11-10_2024-11-16"": 13779, ""2024-11-17_2024-11-23"": 14138, ""2024-11-24_2024-11-30"": 12844, ""2024-12-01_2024-12-07"": 10200, ""2024-12-08_2024-12-14"": 11718}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4245266020298004, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.14400406181812286, ""low_quantile"": 0.25}"
77,imports,mid_density,187142,90195,96947,0.9303536984125347,11539,0.11902379650737001,"{""2024-09-22_2024-09-28"": 13947, ""2024-09-29_2024-10-05"": 14442, ""2024-10-06_2024-10-12"": 13447, ""2024-10-13_2024-10-19"": 15443, ""2024-10-20_2024-10-26"": 14872, ""2024-10-27_2024-11-02"": 15049, ""2024-11-03_2024-11-09"": 15513, ""2024-11-10_2024-11-16"": 15574, ""2024-11-17_2024-11-23"": 15505, ""2024-11-24_2024-11-30"": 17227, ""2024-12-01_2024-12-07"": 18634, ""2024-12-08_2024-12-14"": 17489}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4245266020298004, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.14400406181812286, ""low_quantile"": 0.25}"
77,imports,low_density,120002,60001,60001,1.0,3506,0.058432359460675654,"{""2024-09-22_2024-09-28"": 7836, ""2024-09-29_2024-10-05"": 7411, ""2024-10-06_2024-10-12"": 10401, ""2024-10-13_2024-10-19"": 9782, ""2024-10-20_2024-10-26"": 9886, ""2024-10-27_2024-11-02"": 10996, ""2024-11-03_2024-11-09"": 10798, ""2024-11-10_2024-11-16"": 10647, ""2024-11-17_2024-11-23"": 10357, ""2024-11-24_2024-11-30"": 9929, ""2024-12-01_2024-12-07"": 11166, ""2024-12-08_2024-12-14"": 10793}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4245266020298004, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.14400406181812286, ""low_quantile"": 0.25}"
123,header,high_density,122082,60001,62081,0.9664953850614519,967,0.015576424348834586,"{""2024-09-22_2024-09-28"": 11461, ""2024-09-29_2024-10-05"": 15801, ""2024-10-06_2024-10-12"": 11912, ""2024-10-13_2024-10-19"": 11419, ""2024-10-20_2024-10-26"": 10361, ""2024-10-27_2024-11-02"": 8554, ""2024-11-03_2024-11-09"": 8462, ""2024-11-10_2024-11-16"": 8466, ""2024-11-17_2024-11-23"": 9543, ""2024-11-24_2024-11-30"": 9230, ""2024-12-01_2024-12-07"": 8260, ""2024-12-08_2024-12-14"": 8613}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011348724365234375, ""label_0_q_low"": -0.013165402226150036, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.0315205454826355, ""low_quantile"": 0.25}"
123,header,mid_density,237917,119998,117919,1.0176307465293972,8297,0.07036185856392947,"{""2024-09-22_2024-09-28"": 20632, ""2024-09-29_2024-10-05"": 16759, ""2024-10-06_2024-10-12"": 18448, ""2024-10-13_2024-10-19"": 18579, ""2024-10-20_2024-10-26"": 19712, ""2024-10-27_2024-11-02"": 20293, ""2024-11-03_2024-11-09"": 20834, ""2024-11-10_2024-11-16"": 21347, ""2024-11-17_2024-11-23"": 20487, ""2024-11-24_2024-11-30"": 20791, ""2024-12-01_2024-12-07"": 18974, ""2024-12-08_2024-12-14"": 21061}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011348724365234375, ""label_0_q_low"": -0.013165402226150036, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.0315205454826355, ""low_quantile"": 0.25}"
123,header,low_density,120001,60001,60000,1.0000166666666668,9691,0.16151666666666667,"{""2024-09-22_2024-09-28"": 7907, ""2024-09-29_2024-10-05"": 7440, ""2024-10-06_2024-10-12"": 9640, ""2024-10-13_2024-10-19"": 10002, ""2024-10-20_2024-10-26"": 9927, ""2024-10-27_2024-11-02"": 11153, ""2024-11-03_2024-11-09"": 10704, ""2024-11-10_2024-11-16"": 10187, ""2024-11-17_2024-11-23"": 9970, ""2024-11-24_2024-11-30"": 9979, ""2024-12-01_2024-12-07"": 12766, ""2024-12-08_2024-12-14"": 10326}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011348724365234375, ""label_0_q_low"": -0.013165402226150036, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.0315205454826355, ""low_quantile"": 0.25}"
123,imports,high_density,167531,92999,74532,1.2477727687436269,9528,0.12783770729351152,"{""2024-09-22_2024-09-28"": 16588, ""2024-09-29_2024-10-05"": 16509, ""2024-10-06_2024-10-12"": 15097, ""2024-10-13_2024-10-19"": 13716, ""2024-10-20_2024-10-26"": 14459, ""2024-10-27_2024-11-02"": 13310, ""2024-11-03_2024-11-09"": 14697, ""2024-11-10_2024-11-16"": 14012, ""2024-11-17_2024-11-23"": 14220, ""2024-11-24_2024-11-30"": 13766, ""2024-12-01_2024-12-07"": 10047, ""2024-12-08_2024-12-14"": 11110}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4222457706928253, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.13195593655109406, ""low_quantile"": 0.25}"
123,imports,mid_density,192468,87001,105467,0.8249120578000702,5501,0.05215849507428864,"{""2024-09-22_2024-09-28"": 15486, ""2024-09-29_2024-10-05"": 16134, ""2024-10-06_2024-10-12"": 14537, ""2024-10-13_2024-10-19"": 16696, ""2024-10-20_2024-10-26"": 15696, ""2024-10-27_2024-11-02"": 15732, ""2024-11-03_2024-11-09"": 14662, ""2024-11-10_2024-11-16"": 15300, ""2024-11-17_2024-11-23"": 15510, ""2024-11-24_2024-11-30"": 16273, ""2024-12-01_2024-12-07"": 18416, ""2024-12-08_2024-12-14"": 18026}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4222457706928253, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.13195593655109406, ""low_quantile"": 0.25}"
123,imports,low_density,120001,60000,60001,0.9999833336111065,3926,0.0654322427959534,"{""2024-09-22_2024-09-28"": 7926, ""2024-09-29_2024-10-05"": 7357, ""2024-10-06_2024-10-12"": 10366, ""2024-10-13_2024-10-19"": 9588, ""2024-10-20_2024-10-26"": 9845, ""2024-10-27_2024-11-02"": 10958, ""2024-11-03_2024-11-09"": 10641, ""2024-11-10_2024-11-16"": 10688, ""2024-11-17_2024-11-23"": 10270, ""2024-11-24_2024-11-30"": 9961, ""2024-12-01_2024-12-07"": 11537, ""2024-12-08_2024-12-14"": 10864}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4222457706928253, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.13195593655109406, ""low_quantile"": 0.25}"
2024,header,high_density,123491,60001,63490,0.9450464640100803,378,0.005953693495038589,"{""2024-09-22_2024-09-28"": 11540, ""2024-09-29_2024-10-05"": 15673, ""2024-10-06_2024-10-12"": 12223, ""2024-10-13_2024-10-19"": 11925, ""2024-10-20_2024-10-26"": 10811, ""2024-10-27_2024-11-02"": 8686, ""2024-11-03_2024-11-09"": 8473, ""2024-11-10_2024-11-16"": 8628, ""2024-11-17_2024-11-23"": 9564, ""2024-11-24_2024-11-30"": 9106, ""2024-12-01_2024-12-07"": 8302, ""2024-12-08_2024-12-14"": 8560}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011450648162281141, ""label_0_q_low"": -0.013619941659271717, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.032022006809711456, ""low_quantile"": 0.25}"
2024,header,mid_density,236508,119998,116510,1.0299373444339541,8887,0.07627671444511201,"{""2024-09-22_2024-09-28"": 20707, ""2024-09-29_2024-10-05"": 16992, ""2024-10-06_2024-10-12"": 17889, ""2024-10-13_2024-10-19"": 18270, ""2024-10-20_2024-10-26"": 19452, ""2024-10-27_2024-11-02"": 20144, ""2024-11-03_2024-11-09"": 20784, ""2024-11-10_2024-11-16"": 21048, ""2024-11-17_2024-11-23"": 20600, ""2024-11-24_2024-11-30"": 20821, ""2024-12-01_2024-12-07"": 18807, ""2024-12-08_2024-12-14"": 20994}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011450648162281141, ""label_0_q_low"": -0.013619941659271717, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.032022006809711456, ""low_quantile"": 0.25}"
2024,header,low_density,120001,60001,60000,1.0000166666666668,9538,0.15896666666666667,"{""2024-09-22_2024-09-28"": 7753, ""2024-09-29_2024-10-05"": 7335, ""2024-10-06_2024-10-12"": 9888, ""2024-10-13_2024-10-19"": 9805, ""2024-10-20_2024-10-26"": 9737, ""2024-10-27_2024-11-02"": 11170, ""2024-11-03_2024-11-09"": 10743, ""2024-11-10_2024-11-16"": 10324, ""2024-11-17_2024-11-23"": 9836, ""2024-11-24_2024-11-30"": 10073, ""2024-12-01_2024-12-07"": 12891, ""2024-12-08_2024-12-14"": 10446}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011450648162281141, ""label_0_q_low"": -0.013619941659271717, ""label_1_q_high"": -1.1920928955078125e-07, ""label_1_q_low"": -0.032022006809711456, ""low_quantile"": 0.25}"
2024,imports,high_density,156979,93497,63482,1.472811190573706,2876,0.04530418071264295,"{""2024-09-22_2024-09-28"": 16789, ""2024-09-29_2024-10-05"": 16876, ""2024-10-06_2024-10-12"": 13649, ""2024-10-13_2024-10-19"": 13642, ""2024-10-20_2024-10-26"": 13070, ""2024-10-27_2024-11-02"": 11250, ""2024-11-03_2024-11-09"": 13522, ""2024-11-10_2024-11-16"": 12632, ""2024-11-17_2024-11-23"": 12324, ""2024-11-24_2024-11-30"": 12661, ""2024-12-01_2024-12-07"": 9597, ""2024-12-08_2024-12-14"": 10967}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -2.980232238769531e-07, ""label_0_q_low"": -0.4241471290588379, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.13810329139232635, ""low_quantile"": 0.25}"
2024,imports,mid_density,202974,86502,116472,0.7426849371522769,12404,0.10649769901778969,"{""2024-09-22_2024-09-28"": 15410, ""2024-09-29_2024-10-05"": 16059, ""2024-10-06_2024-10-12"": 16194, ""2024-10-13_2024-10-19"": 16820, ""2024-10-20_2024-10-26"": 17157, ""2024-10-27_2024-11-02"": 17895, ""2024-11-03_2024-11-09"": 15926, ""2024-11-10_2024-11-16"": 16568, ""2024-11-17_2024-11-23"": 17084, ""2024-11-24_2024-11-30"": 17150, ""2024-12-01_2024-12-07"": 18709, ""2024-12-08_2024-12-14"": 18002}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -2.980232238769531e-07, ""label_0_q_low"": -0.4241471290588379, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.13810329139232635, ""low_quantile"": 0.25}"
2024,imports,low_density,120047,60001,60046,0.9992505745595044,3523,0.058671685041468205,"{""2024-09-22_2024-09-28"": 7801, ""2024-09-29_2024-10-05"": 7065, ""2024-10-06_2024-10-12"": 10157, ""2024-10-13_2024-10-19"": 9538, ""2024-10-20_2024-10-26"": 9773, ""2024-10-27_2024-11-02"": 10855, ""2024-11-03_2024-11-09"": 10552, ""2024-11-10_2024-11-16"": 10800, ""2024-11-17_2024-11-23"": 10592, ""2024-11-24_2024-11-30"": 10189, ""2024-12-01_2024-12-07"": 11694, ""2024-12-08_2024-12-14"": 11031}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -2.980232238769531e-07, ""label_0_q_low"": -0.4241471290588379, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.13810329139232635, ""low_quantile"": 0.25}"
