seed,feature_group,density_bin,n_samples,n_benign,n_malware,benign_to_malware_ratio,n_packed_malware,packed_ratio,week_distribution_json,density_definition,thresholds_json
77,header,high_density,120330,60000,60330,0.9945300845350572,657,0.010890104425658876,"{""2024-09-22_2024-09-28"": 11927, ""2024-09-29_2024-10-05"": 14707, ""2024-10-06_2024-10-12"": 11807, ""2024-10-13_2024-10-19"": 11507, ""2024-10-20_2024-10-26"": 10560, ""2024-10-27_2024-11-02"": 8255, ""2024-11-03_2024-11-09"": 8230, ""2024-11-10_2024-11-16"": 8415, ""2024-11-17_2024-11-23"": 9185, ""2024-11-24_2024-11-30"": 8968, ""2024-12-01_2024-12-07"": 8259, ""2024-12-08_2024-12-14"": 8510}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.799352033403985e-05, ""label_0_q_low"": -0.010661430858555402, ""label_1_q_high"": -8.881784197001252e-16, ""label_1_q_low"": -0.026019637641560144, ""low_quantile"": 0.25}"
77,header,mid_density,239670,120000,119670,1.0027575833542242,8711,0.07279184423832205,"{""2024-09-22_2024-09-28"": 20222, ""2024-09-29_2024-10-05"": 17918, ""2024-10-06_2024-10-12"": 18321, ""2024-10-13_2024-10-19"": 18572, ""2024-10-20_2024-10-26"": 19679, ""2024-10-27_2024-11-02"": 20646, ""2024-11-03_2024-11-09"": 21072, ""2024-11-10_2024-11-16"": 21359, ""2024-11-17_2024-11-23"": 21022, ""2024-11-24_2024-11-30"": 20868, ""2024-12-01_2024-12-07"": 18870, ""2024-12-08_2024-12-14"": 21121}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.799352033403985e-05, ""label_0_q_low"": -0.010661430858555402, ""label_1_q_high"": -8.881784197001252e-16, ""label_1_q_low"": -0.026019637641560144, ""low_quantile"": 0.25}"
77,header,low_density,120000,60000,60000,1.0,9518,0.15863333333333332,"{""2024-09-22_2024-09-28"": 7851, ""2024-09-29_2024-10-05"": 7375, ""2024-10-06_2024-10-12"": 9872, ""2024-10-13_2024-10-19"": 9921, ""2024-10-20_2024-10-26"": 9761, ""2024-10-27_2024-11-02"": 11099, ""2024-11-03_2024-11-09"": 10698, ""2024-11-10_2024-11-16"": 10226, ""2024-11-17_2024-11-23"": 9793, ""2024-11-24_2024-11-30"": 10164, ""2024-12-01_2024-12-07"": 12871, ""2024-12-08_2024-12-14"": 10369}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.799352033403985e-05, ""label_0_q_low"": -0.010661430858555402, ""label_1_q_high"": -8.881784197001252e-16, ""label_1_q_low"": -0.026019637641560144, ""low_quantile"": 0.25}"
77,imports,high_density,168174,92950,75224,1.2356428799319366,9369,0.12454801659044985,"{""2024-09-22_2024-09-28"": 17687, ""2024-09-29_2024-10-05"": 17245, ""2024-10-06_2024-10-12"": 15346, ""2024-10-13_2024-10-19"": 13827, ""2024-10-20_2024-10-26"": 14364, ""2024-10-27_2024-11-02"": 13819, ""2024-11-03_2024-11-09"": 13499, ""2024-11-10_2024-11-16"": 13482, ""2024-11-17_2024-11-23"": 13761, ""2024-11-24_2024-11-30"": 13057, ""2024-12-01_2024-12-07"": 10967, ""2024-12-08_2024-12-14"": 11120}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.41060935383519465, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.12082866457006296, ""low_quantile"": 0.25}"
77,imports,mid_density,191674,87049,104625,0.8320095579450418,5758,0.05503464755077658,"{""2024-09-22_2024-09-28"": 14486, ""2024-09-29_2024-10-05"": 15427, ""2024-10-06_2024-10-12"": 14234, ""2024-10-13_2024-10-19"": 16358, ""2024-10-20_2024-10-26"": 15648, ""2024-10-27_2024-11-02"": 15123, ""2024-11-03_2024-11-09"": 15809, ""2024-11-10_2024-11-16"": 15803, ""2024-11-17_2024-11-23"": 15994, ""2024-11-24_2024-11-30"": 17000, ""2024-12-01_2024-12-07"": 17800, ""2024-12-08_2024-12-14"": 17992}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.41060935383519465, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.12082866457006296, ""low_quantile"": 0.25}"
77,imports,low_density,120152,60001,60151,0.9975062758723878,3759,0.062492726637961134,"{""2024-09-22_2024-09-28"": 7827, ""2024-09-29_2024-10-05"": 7328, ""2024-10-06_2024-10-12"": 10420, ""2024-10-13_2024-10-19"": 9815, ""2024-10-20_2024-10-26"": 9988, ""2024-10-27_2024-11-02"": 11058, ""2024-11-03_2024-11-09"": 10692, ""2024-11-10_2024-11-16"": 10715, ""2024-11-17_2024-11-23"": 10245, ""2024-11-24_2024-11-30"": 9943, ""2024-12-01_2024-12-07"": 11233, ""2024-12-08_2024-12-14"": 10888}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.41060935383519465, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.12082866457006296, ""low_quantile"": 0.25}"
123,header,high_density,120565,60001,60564,0.9907040486097352,819,0.013522884882108182,"{""2024-09-22_2024-09-28"": 11113, ""2024-09-29_2024-10-05"": 14944, ""2024-10-06_2024-10-12"": 11986, ""2024-10-13_2024-10-19"": 11576, ""2024-10-20_2024-10-26"": 10616, ""2024-10-27_2024-11-02"": 8407, ""2024-11-03_2024-11-09"": 8420, ""2024-11-10_2024-11-16"": 8438, ""2024-11-17_2024-11-23"": 9337, ""2024-11-24_2024-11-30"": 9135, ""2024-12-01_2024-12-07"": 8170, ""2024-12-08_2024-12-14"": 8423}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -9.30028204498723e-05, ""label_0_q_low"": -0.0110842569843217, ""label_1_q_high"": -7.771561172376096e-16, ""label_1_q_low"": -0.026327425408086108, ""low_quantile"": 0.25}"
123,header,mid_density,239435,119999,119436,1.0047138216283198,8341,0.06983656518972504,"{""2024-09-22_2024-09-28"": 20923, ""2024-09-29_2024-10-05"": 17621, ""2024-10-06_2024-10-12"": 18334, ""2024-10-13_2024-10-19"": 18436, ""2024-10-20_2024-10-26"": 19480, ""2024-10-27_2024-11-02"": 20401, ""2024-11-03_2024-11-09"": 20893, ""2024-11-10_2024-11-16"": 21320, ""2024-11-17_2024-11-23"": 20804, ""2024-11-24_2024-11-30"": 20975, ""2024-12-01_2024-12-07"": 19056, ""2024-12-08_2024-12-14"": 21192}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -9.30028204498723e-05, ""label_0_q_low"": -0.0110842569843217, ""label_1_q_high"": -7.771561172376096e-16, ""label_1_q_low"": -0.026327425408086108, ""low_quantile"": 0.25}"
123,header,low_density,120000,60000,60000,1.0,9795,0.16325,"{""2024-09-22_2024-09-28"": 7964, ""2024-09-29_2024-10-05"": 7435, ""2024-10-06_2024-10-12"": 9680, ""2024-10-13_2024-10-19"": 9988, ""2024-10-20_2024-10-26"": 9904, ""2024-10-27_2024-11-02"": 11192, ""2024-11-03_2024-11-09"": 10687, ""2024-11-10_2024-11-16"": 10242, ""2024-11-17_2024-11-23"": 9859, ""2024-11-24_2024-11-30"": 9890, ""2024-12-01_2024-12-07"": 12774, ""2024-12-08_2024-12-14"": 10385}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -9.30028204498723e-05, ""label_0_q_low"": -0.0110842569843217, ""label_1_q_high"": -7.771561172376096e-16, ""label_1_q_low"": -0.026327425408086108, ""low_quantile"": 0.25}"
123,imports,high_density,172043,92824,79219,1.171739102992969,3700,0.04670596700286547,"{""2024-09-22_2024-09-28"": 18100, ""2024-09-29_2024-10-05"": 17525, ""2024-10-06_2024-10-12"": 15576, ""2024-10-13_2024-10-19"": 14116, ""2024-10-20_2024-10-26"": 14569, ""2024-10-27_2024-11-02"": 13634, ""2024-11-03_2024-11-09"": 13294, ""2024-11-10_2024-11-16"": 13815, ""2024-11-17_2024-11-23"": 14566, ""2024-11-24_2024-11-30"": 14014, ""2024-12-01_2024-12-07"": 11363, ""2024-12-08_2024-12-14"": 11471}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4080192003187757, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.12460892113003871, ""low_quantile"": 0.25}"
123,imports,mid_density,187848,87176,100672,0.8659408773045136,11402,0.11325890019071837,"{""2024-09-22_2024-09-28"": 14179, ""2024-09-29_2024-10-05"": 15317, ""2024-10-06_2024-10-12"": 14141, ""2024-10-13_2024-10-19"": 16452, ""2024-10-20_2024-10-26"": 15684, ""2024-10-27_2024-11-02"": 15341, ""2024-11-03_2024-11-09"": 16200, ""2024-11-10_2024-11-16"": 15473, ""2024-11-17_2024-11-23"": 14987, ""2024-11-24_2024-11-30"": 15743, ""2024-12-01_2024-12-07"": 16889, ""2024-12-08_2024-12-14"": 17442}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4080192003187757, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.12460892113003871, ""low_quantile"": 0.25}"
123,imports,low_density,120109,60000,60109,0.9981866276264786,3853,0.0641002179374137,"{""2024-09-22_2024-09-28"": 7721, ""2024-09-29_2024-10-05"": 7158, ""2024-10-06_2024-10-12"": 10283, ""2024-10-13_2024-10-19"": 9432, ""2024-10-20_2024-10-26"": 9747, ""2024-10-27_2024-11-02"": 11025, ""2024-11-03_2024-11-09"": 10506, ""2024-11-10_2024-11-16"": 10712, ""2024-11-17_2024-11-23"": 10447, ""2024-11-24_2024-11-30"": 10243, ""2024-12-01_2024-12-07"": 11748, ""2024-12-08_2024-12-14"": 11087}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.4080192003187757, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.12460892113003871, ""low_quantile"": 0.25}"
2024,header,high_density,120043,60000,60043,0.9992838465766201,1056,0.017587395699748515,"{""2024-09-22_2024-09-28"": 11313, ""2024-09-29_2024-10-05"": 14990, ""2024-10-06_2024-10-12"": 11892, ""2024-10-13_2024-10-19"": 11430, ""2024-10-20_2024-10-26"": 10519, ""2024-10-27_2024-11-02"": 8434, ""2024-11-03_2024-11-09"": 8320, ""2024-11-10_2024-11-16"": 8383, ""2024-11-17_2024-11-23"": 9265, ""2024-11-24_2024-11-30"": 8972, ""2024-12-01_2024-12-07"": 8091, ""2024-12-08_2024-12-14"": 8434}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -9.1033284080691e-05, ""label_0_q_low"": -0.010899137938403667, ""label_1_q_high"": -1.1435297153639113e-15, ""label_1_q_low"": -0.025543050884712114, ""low_quantile"": 0.25}"
2024,header,mid_density,239957,120000,119957,1.0003584617821386,8916,0.0743266337104129,"{""2024-09-22_2024-09-28"": 20928, ""2024-09-29_2024-10-05"": 17790, ""2024-10-06_2024-10-12"": 18088, ""2024-10-13_2024-10-19"": 18751, ""2024-10-20_2024-10-26"": 19822, ""2024-10-27_2024-11-02"": 20473, ""2024-11-03_2024-11-09"": 21012, ""2024-11-10_2024-11-16"": 21246, ""2024-11-17_2024-11-23"": 20920, ""2024-11-24_2024-11-30"": 20920, ""2024-12-01_2024-12-07"": 18954, ""2024-12-08_2024-12-14"": 21053}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -9.1033284080691e-05, ""label_0_q_low"": -0.010899137938403667, ""label_1_q_high"": -1.1435297153639113e-15, ""label_1_q_low"": -0.025543050884712114, ""low_quantile"": 0.25}"
2024,header,low_density,120000,60000,60000,1.0,8831,0.14718333333333333,"{""2024-09-22_2024-09-28"": 7759, ""2024-09-29_2024-10-05"": 7220, ""2024-10-06_2024-10-12"": 10020, ""2024-10-13_2024-10-19"": 9819, ""2024-10-20_2024-10-26"": 9659, ""2024-10-27_2024-11-02"": 11093, ""2024-11-03_2024-11-09"": 10668, ""2024-11-10_2024-11-16"": 10371, ""2024-11-17_2024-11-23"": 9815, ""2024-11-24_2024-11-30"": 10108, ""2024-12-01_2024-12-07"": 12955, ""2024-12-08_2024-12-14"": 10513}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -9.1033284080691e-05, ""label_0_q_low"": -0.010899137938403667, ""label_1_q_high"": -1.1435297153639113e-15, ""label_1_q_low"": -0.025543050884712114, ""low_quantile"": 0.25}"
2024,imports,high_density,166405,102870,63535,1.6191075785000393,3797,0.05976233572046903,"{""2024-09-22_2024-09-28"": 17420, ""2024-09-29_2024-10-05"": 17424, ""2024-10-06_2024-10-12"": 14487, ""2024-10-13_2024-10-19"": 14621, ""2024-10-20_2024-10-26"": 13933, ""2024-10-27_2024-11-02"": 12001, ""2024-11-03_2024-11-09"": 13340, ""2024-11-10_2024-11-16"": 13186, ""2024-11-17_2024-11-23"": 13440, ""2024-11-24_2024-11-30"": 13283, ""2024-12-01_2024-12-07"": 11289, ""2024-12-08_2024-12-14"": 11981}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -2.3314683517128287e-15, ""label_0_q_low"": -0.4104607835703554, ""label_1_q_high"": -2.220446049250313e-16, ""label_1_q_low"": -0.11947164521860394, ""low_quantile"": 0.25}"
2024,imports,mid_density,193558,77129,116429,0.6624552302261464,11346,0.09744994803700109,"{""2024-09-22_2024-09-28"": 14786, ""2024-09-29_2024-10-05"": 15559, ""2024-10-06_2024-10-12"": 15243, ""2024-10-13_2024-10-19"": 15855, ""2024-10-20_2024-10-26"": 16302, ""2024-10-27_2024-11-02"": 17059, ""2024-11-03_2024-11-09"": 16128, ""2024-11-10_2024-11-16"": 16007, ""2024-11-17_2024-11-23"": 16046, ""2024-11-24_2024-11-30"": 16582, ""2024-12-01_2024-12-07"": 17020, ""2024-12-08_2024-12-14"": 16971}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -2.3314683517128287e-15, ""label_0_q_low"": -0.4104607835703554, ""label_1_q_high"": -2.220446049250313e-16, ""label_1_q_low"": -0.11947164521860394, ""low_quantile"": 0.25}"
2024,imports,low_density,120037,60001,60036,0.9994170164567926,3660,0.0609634219468319,"{""2024-09-22_2024-09-28"": 7794, ""2024-09-29_2024-10-05"": 7017, ""2024-10-06_2024-10-12"": 10270, ""2024-10-13_2024-10-19"": 9524, ""2024-10-20_2024-10-26"": 9765, ""2024-10-27_2024-11-02"": 10940, ""2024-11-03_2024-11-09"": 10532, ""2024-11-10_2024-11-16"": 10807, ""2024-11-17_2024-11-23"": 10514, ""2024-11-24_2024-11-30"": 10135, ""2024-12-01_2024-12-07"": 11691, ""2024-12-08_2024-12-14"": 11048}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -2.3314683517128287e-15, ""label_0_q_low"": -0.4104607835703554, ""label_1_q_high"": -2.220446049250313e-16, ""label_1_q_low"": -0.11947164521860394, ""low_quantile"": 0.25}"
