seed,feature_group,density_bin,n_samples,n_benign,n_malware,benign_to_malware_ratio,n_packed_malware,packed_ratio,week_distribution_json,density_definition,thresholds_json
42,imports,mid_density,193567,80164,113403,0.7068948793241802,6126,0.05401973492764742,"{""2024-09-22_2024-09-28"": 14613, ""2024-09-29_2024-10-05"": 16427, ""2024-10-06_2024-10-12"": 15753, ""2024-10-13_2024-10-19"": 16893, ""2024-10-20_2024-10-26"": 16669, ""2024-10-27_2024-11-02"": 17003, ""2024-11-03_2024-11-09"": 14890, ""2024-11-10_2024-11-16"": 15854, ""2024-11-17_2024-11-23"": 16075, ""2024-11-24_2024-11-30"": 15856, ""2024-12-01_2024-12-07"": 16424, ""2024-12-08_2024-12-14"": 17110}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -6.661338147750939e-16, ""label_0_q_low"": -0.4243743800027555, ""label_1_q_high"": -4.440892098500626e-16, ""label_1_q_low"": -0.14032901613676874, ""low_quantile"": 0.25}"
42,imports,low_density,120001,60000,60001,0.9999833336111065,3792,0.06319894668422193,"{""2024-09-22_2024-09-28"": 7847, ""2024-09-29_2024-10-05"": 7167, ""2024-10-06_2024-10-12"": 10344, ""2024-10-13_2024-10-19"": 9679, ""2024-10-20_2024-10-26"": 9824, ""2024-10-27_2024-11-02"": 11021, ""2024-11-03_2024-11-09"": 10517, ""2024-11-10_2024-11-16"": 10602, ""2024-11-17_2024-11-23"": 10364, ""2024-11-24_2024-11-30"": 10199, ""2024-12-01_2024-12-07"": 11618, ""2024-12-08_2024-12-14"": 10819}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -6.661338147750939e-16, ""label_0_q_low"": -0.4243743800027555, ""label_1_q_high"": -4.440892098500626e-16, ""label_1_q_low"": -0.14032901613676874, ""low_quantile"": 0.25}"
77,header,high_density,120024,60001,60023,0.9996334738350299,635,0.010579277943455008,"{""2024-09-22_2024-09-28"": 11775, ""2024-09-29_2024-10-05"": 14809, ""2024-10-06_2024-10-12"": 12005, ""2024-10-13_2024-10-19"": 11573, ""2024-10-20_2024-10-26"": 10543, ""2024-10-27_2024-11-02"": 8243, ""2024-11-03_2024-11-09"": 8169, ""2024-11-10_2024-11-16"": 8308, ""2024-11-17_2024-11-23"": 9138, ""2024-11-24_2024-11-30"": 8843, ""2024-12-01_2024-12-07"": 8170, ""2024-12-08_2024-12-14"": 8448}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011220663931098551, ""label_0_q_low"": -0.013048829202159273, ""label_1_q_high"": -2.9154456626656613e-14, ""label_1_q_low"": -0.03223202983798492, ""low_quantile"": 0.25}"
77,header,mid_density,239937,119998,119939,1.000491916724335,8621,0.07187820475408332,"{""2024-09-22_2024-09-28"": 20272, ""2024-09-29_2024-10-05"": 17723, ""2024-10-06_2024-10-12"": 17925, ""2024-10-13_2024-10-19"": 18429, ""2024-10-20_2024-10-26"": 19683, ""2024-10-27_2024-11-02"": 20671, ""2024-11-03_2024-11-09"": 21203, ""2024-11-10_2024-11-16"": 21471, ""2024-11-17_2024-11-23"": 21132, ""2024-11-24_2024-11-30"": 21057, ""2024-12-01_2024-12-07"": 19223, ""2024-12-08_2024-12-14"": 21148}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011220663931098551, ""label_0_q_low"": -0.013048829202159273, ""label_1_q_high"": -2.9154456626656613e-14, ""label_1_q_low"": -0.03223202983798492, ""low_quantile"": 0.25}"
77,header,low_density,120039,60001,60038,0.9993837236416936,9630,0.1603984143375862,"{""2024-09-22_2024-09-28"": 7953, ""2024-09-29_2024-10-05"": 7468, ""2024-10-06_2024-10-12"": 10070, ""2024-10-13_2024-10-19"": 9998, ""2024-10-20_2024-10-26"": 9774, ""2024-10-27_2024-11-02"": 11086, ""2024-11-03_2024-11-09"": 10628, ""2024-11-10_2024-11-16"": 10221, ""2024-11-17_2024-11-23"": 9730, ""2024-11-24_2024-11-30"": 10100, ""2024-12-01_2024-12-07"": 12607, ""2024-12-08_2024-12-14"": 10404}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011220663931098551, ""label_0_q_low"": -0.013048829202159273, ""label_1_q_high"": -2.9154456626656613e-14, ""label_1_q_low"": -0.03223202983798492, ""low_quantile"": 0.25}"
77,imports,high_density,171506,96170,75336,1.2765477328236168,3578,0.047493894021450565,"{""2024-09-22_2024-09-28"": 17402, ""2024-09-29_2024-10-05"": 17593, ""2024-10-06_2024-10-12"": 15849, ""2024-10-13_2024-10-19"": 14603, ""2024-10-20_2024-10-26"": 14876, ""2024-10-27_2024-11-02"": 13356, ""2024-11-03_2024-11-09"": 12385, ""2024-11-10_2024-11-16"": 13653, ""2024-11-17_2024-11-23"": 14415, ""2024-11-24_2024-11-30"": 13946, ""2024-12-01_2024-12-07"": 10776, ""2024-12-08_2024-12-14"": 12652}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.424526640017981, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.1440039388355638, ""low_quantile"": 0.25}"
77,imports,mid_density,188492,83829,104663,0.8009420712190555,11802,0.11276191204150464,"{""2024-09-22_2024-09-28"": 14762, ""2024-09-29_2024-10-05"": 14996, ""2024-10-06_2024-10-12"": 13750, ""2024-10-13_2024-10-19"": 15615, ""2024-10-20_2024-10-26"": 15238, ""2024-10-27_2024-11-02"": 15648, ""2024-11-03_2024-11-09"": 16817, ""2024-11-10_2024-11-16"": 15700, ""2024-11-17_2024-11-23"": 15228, ""2024-11-24_2024-11-30"": 16125, ""2024-12-01_2024-12-07"": 18058, ""2024-12-08_2024-12-14"": 16555}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.424526640017981, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.1440039388355638, ""low_quantile"": 0.25}"
77,imports,low_density,120002,60001,60001,1.0,3506,0.058432359460675654,"{""2024-09-22_2024-09-28"": 7836, ""2024-09-29_2024-10-05"": 7411, ""2024-10-06_2024-10-12"": 10401, ""2024-10-13_2024-10-19"": 9782, ""2024-10-20_2024-10-26"": 9886, ""2024-10-27_2024-11-02"": 10996, ""2024-11-03_2024-11-09"": 10798, ""2024-11-10_2024-11-16"": 10647, ""2024-11-17_2024-11-23"": 10357, ""2024-11-24_2024-11-30"": 9929, ""2024-12-01_2024-12-07"": 11166, ""2024-12-08_2024-12-14"": 10793}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.424526640017981, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.1440039388355638, ""low_quantile"": 0.25}"
123,header,high_density,120028,60001,60027,0.9995668615789561,719,0.011977943258866842,"{""2024-09-22_2024-09-28"": 11163, ""2024-09-29_2024-10-05"": 15128, ""2024-10-06_2024-10-12"": 11991, ""2024-10-13_2024-10-19"": 11503, ""2024-10-20_2024-10-26"": 10400, ""2024-10-27_2024-11-02"": 8401, ""2024-11-03_2024-11-09"": 8392, ""2024-11-10_2024-11-16"": 8403, ""2024-11-17_2024-11-23"": 9241, ""2024-11-24_2024-11-30"": 9047, ""2024-12-01_2024-12-07"": 8023, ""2024-12-08_2024-12-14"": 8336}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011350545819747149, ""label_0_q_low"": -0.013165349233947844, ""label_1_q_high"": -3.5083047578154947e-14, ""label_1_q_low"": -0.031520533109937486, ""low_quantile"": 0.25}"
123,header,mid_density,239971,119998,119973,1.0002083802188826,8545,0.0712243588140665,"{""2024-09-22_2024-09-28"": 20930, ""2024-09-29_2024-10-05"": 17432, ""2024-10-06_2024-10-12"": 18369, ""2024-10-13_2024-10-19"": 18495, ""2024-10-20_2024-10-26"": 19673, ""2024-10-27_2024-11-02"": 20446, ""2024-11-03_2024-11-09"": 20904, ""2024-11-10_2024-11-16"": 21410, ""2024-11-17_2024-11-23"": 20789, ""2024-11-24_2024-11-30"": 20974, ""2024-12-01_2024-12-07"": 19211, ""2024-12-08_2024-12-14"": 21338}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011350545819747149, ""label_0_q_low"": -0.013165349233947844, ""label_1_q_high"": -3.5083047578154947e-14, ""label_1_q_low"": -0.031520533109937486, ""low_quantile"": 0.25}"
123,header,low_density,120001,60001,60000,1.0000166666666668,9691,0.16151666666666667,"{""2024-09-22_2024-09-28"": 7907, ""2024-09-29_2024-10-05"": 7440, ""2024-10-06_2024-10-12"": 9640, ""2024-10-13_2024-10-19"": 10002, ""2024-10-20_2024-10-26"": 9927, ""2024-10-27_2024-11-02"": 11153, ""2024-11-03_2024-11-09"": 10704, ""2024-11-10_2024-11-16"": 10187, ""2024-11-17_2024-11-23"": 9970, ""2024-11-24_2024-11-30"": 9979, ""2024-12-01_2024-12-07"": 12766, ""2024-12-08_2024-12-14"": 10326}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011350545819747149, ""label_0_q_low"": -0.013165349233947844, ""label_1_q_high"": -3.5083047578154947e-14, ""label_1_q_low"": -0.031520533109937486, ""low_quantile"": 0.25}"
123,imports,high_density,156218,94338,61880,1.5245313510019392,7245,0.1170814479638009,"{""2024-09-22_2024-09-28"": 15977, ""2024-09-29_2024-10-05"": 16786, ""2024-10-06_2024-10-12"": 13226, ""2024-10-13_2024-10-19"": 13702, ""2024-10-20_2024-10-26"": 13396, ""2024-10-27_2024-11-02"": 11381, ""2024-11-03_2024-11-09"": 13746, ""2024-11-10_2024-11-16"": 12761, ""2024-11-17_2024-11-23"": 12954, ""2024-11-24_2024-11-30"": 12438, ""2024-12-01_2024-12-07"": 9294, ""2024-12-08_2024-12-14"": 10557}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.881784197001252e-16, ""label_0_q_low"": -0.4222457924194105, ""label_1_q_high"": -2.220446049250313e-16, ""label_1_q_low"": -0.13195617628372475, ""low_quantile"": 0.25}"
123,imports,mid_density,203781,85662,118119,0.725217788840068,7784,0.06589964357977972,"{""2024-09-22_2024-09-28"": 16097, ""2024-09-29_2024-10-05"": 15857, ""2024-10-06_2024-10-12"": 16408, ""2024-10-13_2024-10-19"": 16710, ""2024-10-20_2024-10-26"": 16759, ""2024-10-27_2024-11-02"": 17661, ""2024-11-03_2024-11-09"": 15613, ""2024-11-10_2024-11-16"": 16551, ""2024-11-17_2024-11-23"": 16776, ""2024-11-24_2024-11-30"": 17601, ""2024-12-01_2024-12-07"": 19169, ""2024-12-08_2024-12-14"": 18579}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.881784197001252e-16, ""label_0_q_low"": -0.4222457924194105, ""label_1_q_high"": -2.220446049250313e-16, ""label_1_q_low"": -0.13195617628372475, ""low_quantile"": 0.25}"
123,imports,low_density,120001,60000,60001,0.9999833336111065,3926,0.0654322427959534,"{""2024-09-22_2024-09-28"": 7926, ""2024-09-29_2024-10-05"": 7357, ""2024-10-06_2024-10-12"": 10366, ""2024-10-13_2024-10-19"": 9588, ""2024-10-20_2024-10-26"": 9845, ""2024-10-27_2024-11-02"": 10958, ""2024-11-03_2024-11-09"": 10641, ""2024-11-10_2024-11-16"": 10688, ""2024-11-17_2024-11-23"": 10270, ""2024-11-24_2024-11-30"": 9961, ""2024-12-01_2024-12-07"": 11537, ""2024-12-08_2024-12-14"": 10864}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -8.881784197001252e-16, ""label_0_q_low"": -0.4222457924194105, ""label_1_q_high"": -2.220446049250313e-16, ""label_1_q_low"": -0.13195617628372475, ""low_quantile"": 0.25}"
2024,header,high_density,120056,60000,60056,0.9990675369654989,573,0.009541094978020513,"{""2024-09-22_2024-09-28"": 11327, ""2024-09-29_2024-10-05"": 15153, ""2024-10-06_2024-10-12"": 12024, ""2024-10-13_2024-10-19"": 11469, ""2024-10-20_2024-10-26"": 10465, ""2024-10-27_2024-11-02"": 8399, ""2024-11-03_2024-11-09"": 8319, ""2024-11-10_2024-11-16"": 8411, ""2024-11-17_2024-11-23"": 9271, ""2024-11-24_2024-11-30"": 8860, ""2024-12-01_2024-12-07"": 7999, ""2024-12-08_2024-12-14"": 8359}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011444898732215769, ""label_0_q_low"": -0.013619877848162798, ""label_1_q_high"": -2.6267876762631203e-14, ""label_1_q_low"": -0.03202199022461655, ""low_quantile"": 0.25}"
2024,header,mid_density,239943,119999,119944,1.0004585473220837,8692,0.07246715133729073,"{""2024-09-22_2024-09-28"": 20920, ""2024-09-29_2024-10-05"": 17514, ""2024-10-06_2024-10-12"": 18086, ""2024-10-13_2024-10-19"": 18726, ""2024-10-20_2024-10-26"": 19798, ""2024-10-27_2024-11-02"": 20431, ""2024-11-03_2024-11-09"": 20938, ""2024-11-10_2024-11-16"": 21265, ""2024-11-17_2024-11-23"": 20893, ""2024-11-24_2024-11-30"": 21067, ""2024-12-01_2024-12-07"": 19110, ""2024-12-08_2024-12-14"": 21195}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011444898732215769, ""label_0_q_low"": -0.013619877848162798, ""label_1_q_high"": -2.6267876762631203e-14, ""label_1_q_low"": -0.03202199022461655, ""low_quantile"": 0.25}"
2024,header,low_density,120001,60001,60000,1.0000166666666668,9538,0.15896666666666667,"{""2024-09-22_2024-09-28"": 7753, ""2024-09-29_2024-10-05"": 7333, ""2024-10-06_2024-10-12"": 9890, ""2024-10-13_2024-10-19"": 9805, ""2024-10-20_2024-10-26"": 9737, ""2024-10-27_2024-11-02"": 11170, ""2024-11-03_2024-11-09"": 10743, ""2024-11-10_2024-11-16"": 10324, ""2024-11-17_2024-11-23"": 9836, ""2024-11-24_2024-11-30"": 10073, ""2024-12-01_2024-12-07"": 12891, ""2024-12-08_2024-12-14"": 10446}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": -0.00011444898732215769, ""label_0_q_low"": -0.013619877848162798, ""label_1_q_high"": -2.6267876762631203e-14, ""label_1_q_low"": -0.03202199022461655, ""low_quantile"": 0.25}"
2024,imports,high_density,172296,93933,78363,1.198690708625244,9569,0.12211120043898269,"{""2024-09-22_2024-09-28"": 16979, ""2024-09-29_2024-10-05"": 17468, ""2024-10-06_2024-10-12"": 16068, ""2024-10-13_2024-10-19"": 15667, ""2024-10-20_2024-10-26"": 15632, ""2024-10-27_2024-11-02"": 14383, ""2024-11-03_2024-11-09"": 12916, ""2024-11-10_2024-11-16"": 13700, ""2024-11-17_2024-11-23"": 13928, ""2024-11-24_2024-11-30"": 13060, ""2024-12-01_2024-12-07"": 10312, ""2024-12-08_2024-12-14"": 12183}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.42414713855233277, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.1381030905555746, ""low_quantile"": 0.25}"
2024,imports,mid_density,187657,86066,101591,0.8471813448041657,5711,0.056215609650461164,"{""2024-09-22_2024-09-28"": 15220, ""2024-09-29_2024-10-05"": 15467, ""2024-10-06_2024-10-12"": 13775, ""2024-10-13_2024-10-19"": 14795, ""2024-10-20_2024-10-26"": 14595, ""2024-10-27_2024-11-02"": 14762, ""2024-11-03_2024-11-09"": 16532, ""2024-11-10_2024-11-16"": 15500, ""2024-11-17_2024-11-23"": 15480, ""2024-11-24_2024-11-30"": 16751, ""2024-12-01_2024-12-07"": 17994, ""2024-12-08_2024-12-14"": 16786}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.42414713855233277, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.1381030905555746, ""low_quantile"": 0.25}"
2024,imports,low_density,120047,60001,60046,0.9992505745595044,3523,0.058671685041468205,"{""2024-09-22_2024-09-28"": 7801, ""2024-09-29_2024-10-05"": 7065, ""2024-10-06_2024-10-12"": 10157, ""2024-10-13_2024-10-19"": 9538, ""2024-10-20_2024-10-26"": 9773, ""2024-10-27_2024-11-02"": 10855, ""2024-11-03_2024-11-09"": 10552, ""2024-11-10_2024-11-16"": 10800, ""2024-11-17_2024-11-23"": 10592, ""2024-11-24_2024-11-30"": 10189, ""2024-12-01_2024-12-07"": 11694, ""2024-12-08_2024-12-14"": 11031}",class_conditional,"{""high_quantile"": 0.75, ""label_0_q_high"": 0.0, ""label_0_q_low"": -0.42414713855233277, ""label_1_q_high"": 0.0, ""label_1_q_low"": -0.1381030905555746, ""low_quantile"": 0.25}"
